0.77,7.59,76.56,54.69,2.02,1.4,7.59,17.39,46.88,2.74,3.53,3.21,4.31,0.68,18.28
0.9,0.16,251.54,579.61,4.5,8.83,5.11,92.21,496.8,3.99,2.28,4.46,0.56,0.93,10.78
0.65,5.11,601.49,229.66,9.45,3.88,0.16,42.33,196.85,1.49,4.78,1.96,3.06,0.43,25.78
0.71,1.4,164.05,492.13,3.26,2.64,3.88,4.93,421.81,4.62,1.65,2.59,2.43,0.31,22.03
0.96,6.35,514,142.18,8.21,7.59,8.83,54.8,121.86,2.12,4.15,0.09,4.93,0.81,7.03
0.84,3.88,688.97,667.1,5.73,0.16,6.35,29.86,571.79,0.87,0.4,1.34,1.18,0.56,29.53
0.59,8.83,339.02,317.15,0.78,5.11,1.4,79.74,271.84,3.37,2.9,3.84,3.68,0.06,14.53
0.62,0.78,557.74,98.43,1.4,5.73,3.26,36.1,384.32,0.56,2.59,4.78,3.99,0.62,5.16
0.87,5.73,207.79,448.38,6.35,0.78,8.21,85.97,84.37,3.06,0.09,2.28,1.49,0.12,20.16
0.99,3.26,32.82,273.41,8.83,8.21,5.73,11.16,534.3,4.31,3.84,1.03,2.74,0.37,12.66
0.74,8.21,382.77,623.36,3.88,3.26,0.78,61.04,234.35,1.81,1.34,3.53,0.24,0.87,27.66
0.68,4.5,295.28,10.95,7.59,4.5,4.5,98.44,309.33,4.93,4.46,1.65,4.62,0.99,16.41
0.93,9.45,645.23,360.9,2.64,9.45,9.45,48.57,9.38,2.43,1.96,4.15,2.12,0.49,1.41
0.8,2.02,470.26,185.92,0.16,2.02,6.97,73.5,459.31,1.18,3.21,2.9,3.37,0.24,23.91
0.55,6.97,120.31,535.87,5.11,6.97,2.02,23.63,159.36,3.68,0.71,0.4,0.87,0.74,8.91
0.54,2.33,185.92,688.97,9.76,9.76,7.9,45.45,215.6,1.96,1.81,4.93,2.59,0.03,24.84
0.79,7.28,535.87,339.02,4.81,4.81,2.95,95.32,515.55,4.46,4.31,2.43,0.09,0.53,9.84
0.91,4.81,360.9,514,2.33,7.28,0.47,20.51,65.62,3.21,0.56,1.18,3.84,0.78,17.34
0.66,9.76,10.95,164.05,7.28,2.33,5.42,70.39,365.57,0.71,3.06,3.68,1.34,0.28,2.34
0.73,3.57,623.36,601.49,1.09,1.09,9.14,82.86,290.59,2.59,1.18,1.81,3.21,0.4,13.59
0.98,8.52,273.41,251.54,6.04,6.04,4.19,32.98,590.54,0.09,3.68,4.31,0.71,0.9,28.59
0.85,1.09,98.43,426.51,8.52,3.57,1.71,57.92,140.61,1.34,2.43,3.06,4.46,0.65,6.09
0.6,6.04,448.38,76.56,3.57,8.52,6.66,8.04,440.56,3.84,4.93,0.56,1.96,0.15,21.09
0.57,4.19,54.69,207.79,4.19,7.9,8.52,51.68,253.09,2.28,4.62,0.87,0.4,0.71,26.72
0.82,9.14,404.64,557.74,9.14,2.95,3.57,1.81,553.04,4.78,2.12,3.37,2.9,0.21,11.72
0.95,1.71,579.61,32.82,6.66,5.42,1.09,76.62,103.12,3.53,3.37,4.62,1.65,0.46,19.22
0.7,6.66,229.66,382.77,1.71,0.47,6.04,26.75,403.07,1.03,0.87,2.12,4.15,0.96,4.22
0.63,0.47,492.13,295.28,5.42,1.71,9.76,14.28,178.11,2.9,2.74,2.74,1.03,0.84,7.97
0.88,5.42,142.18,645.23,0.47,6.66,4.81,64.15,478.06,0.4,0.24,0.24,3.53,0.34,22.97
0.76,2.95,317.15,120.31,2.95,4.19,2.33,39.21,28.13,1.65,3.99,1.49,2.28,0.09,0.47
0.51,7.9,667.1,470.26,7.9,9.14,7.28,89.09,328.08,4.15,1.49,3.99,4.78,0.59,15.47
0.51,3.95,311.68,563.21,2.1,8.6,3.95,69.61,145.3,1.85,3.41,2.86,3.02,0.35,15.23
0.76,8.9,661.63,213.26,7.05,3.65,8.9,19.73,445.25,4.35,0.91,0.36,0.52,0.85,0.23
0.89,1.48,486.66,388.24,9.52,6.12,6.43,94.54,295.27,3.1,4.66,1.61,4.27,0.6,22.73
0.64,6.43,136.71,38.29,4.57,1.17,1.48,44.67,595.22,0.6,2.16,4.11,1.77,0.1,7.73
0.7,0.24,574.15,650.7,8.29,2.41,2.72,7.26,70.31,3.72,4.03,0.99,3.64,0.22,3.98
0.95,5.19,224.2,300.75,3.34,7.36,7.67,57.14,370.26,1.22,1.53,3.49,1.14,0.72,18.98
0.82,2.72,49.22,475.72,0.86,4.88,5.19,32.2,220.29,2.47,2.78,4.74,4.89,0.97,11.48
0.57,7.67,399.17,125.77,5.81,9.83,0.24,82.08,520.24,4.97,0.28,2.24,2.39,0.47,26.48
0.61,2.1,92.97,344.49,6.43,9.21,4.57,25.97,32.82,1.53,0.6,1.3,0.21,0.91,20.86
0.86,7.05,442.92,694.44,1.48,4.26,9.52,75.84,332.77,4.03,3.1,3.8,2.71,0.41,5.86
0.98,4.57,617.89,169.52,3.95,6.74,7.05,1.03,182.79,2.78,1.85,2.55,1.46,0.16,28.36
0.73,9.52,267.94,519.47,8.9,1.79,2.1,50.9,482.74,0.28,4.35,0.05,3.96,0.66,13.36
0.67,3.34,355.43,257,2.72,0.55,3.34,88.31,107.8,3.41,2.47,4.42,0.83,0.53,2.11
0.92,8.29,5.48,606.95,7.67,5.5,8.29,38.44,407.75,0.91,4.97,1.92,3.33,0.03,17.11
0.79,0.86,180.45,82.03,5.19,3.03,5.81,63.37,257.78,2.16,1.22,0.67,2.08,0.28,9.61
0.54,5.81,530.4,431.98,0.24,7.98,0.86,13.5,557.73,4.66,3.72,3.17,4.58,0.78,24.61
0.56,1.17,464.79,453.85,4.88,5.19,9.21,41.55,576.48,1.06,3.88,1.46,1.3,0.5,8.67
0.81,6.12,114.84,103.9,9.83,0.24,4.26,91.43,276.53,3.56,1.38,3.96,3.8,1,23.67
0.93,3.65,289.81,628.83,7.36,7.67,1.79,16.62,426.5,4.81,2.63,2.71,0.05,0.75,1.17
0.68,8.6,639.76,278.88,2.41,2.72,6.74,66.49,126.55,2.31,0.13,0.21,2.55,0.25,16.17
0.75,4.88,27.35,366.36,6.12,3.95,7.98,78.96,501.49,4.19,3.25,4.58,1.92,0.13,27.42
1,9.83,377.3,16.41,1.17,8.9,3.03,29.08,201.54,1.69,0.75,2.08,4.42,0.63,12.42
0.87,2.41,552.27,541.34,3.65,1.48,0.55,54.02,351.51,0.44,4.5,0.83,0.67,0.88,19.92
0.62,7.36,202.32,191.39,8.6,6.43,5.5,4.15,51.56,2.94,2,3.33,3.17,0.38,4.92
0.59,3.03,683.51,60.16,9.21,7.05,9.83,60.26,464,0.75,2.31,3.02,4.11,0.81,14.3
0.84,7.98,333.56,410.11,4.26,2.1,4.88,10.38,164.05,3.25,4.81,0.52,1.61,0.31,29.3
0.96,0.55,158.58,235.13,1.79,9.52,2.41,85.19,314.02,4.5,1.06,1.77,2.86,0.06,6.8
0.71,5.5,508.53,585.08,6.74,4.57,7.36,35.32,14.07,2,3.56,4.27,0.36,0.56,21.8
0.65,1.79,246.07,147.65,0.55,3.34,8.6,22.85,538.98,3.88,0.44,1.14,4.74,0.69,25.55
0.9,6.74,596.02,497.6,5.5,8.29,3.65,72.72,239.03,1.38,2.94,3.64,2.24,0.19,10.55
0.78,4.26,421.04,322.62,7.98,0.86,1.17,47.79,389.01,0.13,1.69,4.89,3.49,0.44,18.05
0.53,9.21,71.09,672.57,3.03,5.81,6.12,97.66,89.06,2.63,4.19,2.39,0.99,0.94,3.05
0.52,1.32,650.7,246.07,5.04,4.73,1.32,11.94,398.38,1.61,3.02,3.56,3.88,0.49,18.52
0.77,6.27,300.75,596.02,0.09,9.68,6.27,61.81,98.43,4.11,0.52,1.06,1.38,0.99,3.52
0.89,3.8,125.77,71.09,2.56,2.25,8.75,36.88,548.36,2.86,4.27,2.31,2.63,0.74,26.02
0.64,8.75,475.72,421.04,7.51,7.2,3.8,86.75,248.41,0.36,1.77,4.81,0.13,0.24,11.02
0.71,2.56,213.26,333.56,3.8,5.97,0.09,74.28,323.39,3.49,4.89,0.44,4.5,0.11,7.27
0.96,7.51,563.21,683.51,8.75,1.02,5.04,24.41,23.44,0.99,2.39,2.94,2,0.61,22.27
0.83,0.09,388.24,158.58,6.27,8.44,7.51,99.22,473.37,2.24,3.64,4.19,3.25,0.86,14.77
0.58,5.04,38.29,508.53,1.32,3.49,2.56,49.35,173.42,4.74,1.14,1.69,0.75,0.36,29.77
0.61,4.42,519.47,639.76,0.71,2.87,1.94,92.99,360.89,1.3,0.83,2,1.69,0.8,20.39
0.86,9.37,169.52,289.81,5.66,7.82,6.89,43.11,60.94,3.8,3.33,4.5,4.19,0.3,5.39
0.99,1.94,344.49,464.79,8.13,0.4,9.37,68.05,510.86,2.55,2.08,3.25,0.44,0.05,27.89
0.74,6.89,694.44,114.84,3.18,5.35,4.42,18.17,210.91,0.05,4.58,0.75,2.94,0.55,12.89
0.68,0.71,82.03,552.27,9.37,6.58,0.71,30.64,435.87,3.17,1.46,3.88,2.31,0.67,1.64
0.93,5.66,431.98,202.32,4.42,1.63,5.66,80.52,135.92,0.67,3.96,1.38,4.81,0.17,16.64
0.8,3.18,606.95,377.3,1.94,9.06,8.13,5.71,585.85,1.92,0.21,0.13,1.06,0.42,9.14
0.55,8.13,257,27.35,6.89,4.11,3.18,55.58,285.9,4.42,2.71,2.63,3.56,0.92,24.14
0.54,3.49,147.65,136.71,7.82,1.32,6.58,77.4,229.66,1.14,4.74,2.16,0.6,0.33,10.08
0.79,8.44,497.6,486.66,2.87,6.27,1.63,27.53,529.61,3.64,2.24,4.66,3.1,0.83,25.08
0.91,1.02,672.57,311.68,0.4,3.8,4.11,52.46,79.68,4.89,3.49,3.41,1.85,0.58,2.58
0.66,5.97,322.62,661.63,5.35,8.75,9.06,2.59,379.63,2.39,0.99,0.91,4.35,0.08,17.58
0.72,2.25,410.11,49.22,1.63,7.51,5.35,39.99,154.67,4.27,2.86,4.03,1.22,0.21,28.83
0.97,7.2,60.16,399.17,6.58,2.56,0.4,89.87,454.62,1.77,0.36,1.53,3.72,0.71,13.83
0.85,4.73,235.13,224.2,9.06,5.04,2.87,15.06,4.7,0.52,4.11,0.28,2.47,0.96,21.33
0.6,9.68,585.08,574.15,4.11,0.09,7.82,64.93,304.65,3.02,1.61,2.78,4.97,0.46,6.33
0.57,0.4,278.88,355.43,3.49,0.71,7.2,21.29,192.17,0.83,1.3,3.72,2.78,0.89,11.95
0.82,5.35,628.83,5.48,8.44,5.66,2.25,71.17,492.12,3.33,3.8,1.22,0.28,0.39,26.95
0.94,2.87,453.85,530.4,5.97,3.18,4.73,46.23,42.19,4.58,0.05,2.47,4.03,0.14,4.45
0.69,7.82,103.9,180.45,1.02,8.13,9.68,96.1,342.14,2.08,2.55,4.97,1.53,0.64,19.45
0.63,4.11,541.34,442.92,7.2,9.37,5.97,58.7,267.15,3.96,0.67,0.6,3.41,0.52,23.2
0.88,9.06,191.39,92.97,2.25,4.42,1.02,8.82,567.1,1.46,3.17,3.1,0.91,0.02,8.2
0.75,1.63,16.41,617.89,4.73,6.89,3.49,83.63,117.18,0.21,1.92,4.35,4.66,0.27,15.7
0.5,6.58,366.36,267.94,9.68,1.94,8.44,33.76,417.13,2.71,4.42,1.85,2.16,0.77,0.7
0.51,3.3,549.54,658.9,4.61,4.15,4.61,48.96,438.22,2.88,2.84,1.24,2.45,0.65,22.85
0.76,8.25,199.59,308.95,9.56,9.1,9.56,98.83,138.27,0.38,0.34,3.74,4.95,0.15,7.85
0.88,0.82,24.62,483.93,7.09,1.67,7.09,24.02,588.19,1.63,4.09,4.99,1.2,0.4,15.35
0.63,5.77,374.57,133.98,2.14,6.62,2.14,73.89,288.24,4.13,1.59,2.49,3.7,0.9,0.35
0.69,2.06,287.08,571.41,5.85,5.39,3.37,86.36,363.23,2.26,4.72,3.12,1.83,0.77,11.6
0.94,7.01,637.03,221.46,0.9,0.44,8.32,36.49,63.28,4.76,2.22,0.62,4.33,0.27,26.6
0.82,4.53,462.05,396.44,3.37,7.86,5.85,61.42,513.21,3.51,3.47,1.87,0.58,0.02,4.1
0.57,9.48,112.1,46.49,8.32,2.91,0.9,11.55,213.26,1.01,0.97,4.37,3.08,0.52,19.1
0.6,0.2,418.31,177.72,8.94,3.53,3.99,55.19,325.74,2.57,0.65,4.68,4.64,0.08,28.48
0.85,5.15,68.36,527.67,3.99,8.48,8.94,5.32,25.79,0.07,3.15,2.18,2.14,0.58,13.48
0.97,2.68,243.33,2.74,1.52,1.05,6.47,80.13,475.71,1.32,1.9,0.93,3.39,0.83,20.98
0.72,7.63,593.28,352.69,6.47,6,1.52,30.25,175.76,3.82,4.4,3.43,0.89,0.33,5.98
0.66,3.92,155.85,265.21,0.28,7.24,2.76,17.78,400.72,1.94,1.28,1.55,4.01,0.46,9.73
0.91,8.87,505.8,615.16,5.23,2.29,7.71,67.66,100.77,4.44,3.78,4.05,1.51,0.96,24.73
0.79,1.44,680.77,90.23,7.71,9.72,5.23,42.72,550.7,3.19,0.03,2.8,2.76,0.71,2.23
0.54,6.39,330.82,440.18,2.76,4.77,0.28,92.6,250.75,0.69,2.53,0.3,0.26,0.21,17.23
0.55,1.75,46.49,418.31,2.45,1.98,9.87,64.54,269.5,4.91,4.87,4.52,3.23,0.55,1.29
0.8,6.7,396.44,68.36,7.4,6.93,4.92,14.67,569.45,2.41,2.37,2.02,0.73,0.05,16.29
0.93,4.23,571.41,593.28,9.87,4.46,2.45,89.48,119.52,1.16,3.62,0.77,4.48,0.3,8.79
0.68,9.18,221.46,243.33,4.92,9.41,7.4,39.6,419.47,3.66,1.12,3.27,1.98,0.8,23.79
0.74,2.99,483.93,505.8,8.63,8.17,8.63,2.2,194.51,0.54,3,1.4,2.61,0.93,20.04
0.99,7.94,133.98,155.85,3.68,3.22,3.68,52.07,494.46,3.04,0.5,3.9,0.11,0.43,5.04
0.87,0.51,308.95,680.77,1.21,5.69,1.21,27.14,44.53,4.29,4.25,2.65,3.86,0.18,27.54
0.62,5.46,658.9,330.82,6.16,0.74,6.16,77.01,344.48,1.79,1.75,0.15,1.36,0.68,12.54
0.58,4.84,177.72,112.1,6.78,0.13,9.25,33.37,157.02,4.6,1.44,1.08,1.05,0.24,6.91
0.83,9.79,527.67,462.05,1.83,5.08,4.3,83.25,456.97,2.1,3.94,3.58,3.55,0.74,21.91
0.96,2.37,352.69,287.08,4.3,2.6,1.83,8.43,7.04,0.85,0.19,4.83,2.3,0.99,14.41
0.71,7.32,2.74,637.03,9.25,7.55,6.78,58.31,306.99,3.35,2.69,2.33,4.8,0.49,29.41
0.65,1.13,615.16,24.62,3.07,8.79,8.02,95.71,232,0.22,0.81,2.96,0.42,0.37,18.16
0.9,6.08,265.21,374.57,8.02,3.84,3.07,45.84,531.95,2.72,3.31,0.46,2.92,0.87,3.16
0.77,3.61,90.23,199.59,5.54,6.31,0.59,70.78,82.03,3.97,2.06,1.71,1.67,0.62,25.66
0.52,8.56,440.18,549.54,0.59,1.36,5.54,20.9,381.98,1.47,4.56,4.21,4.17,0.12,10.66
0.53,0.67,232.4,276.14,7.55,8.02,1.98,81.69,110.15,3.12,3.23,0.54,0.65,0.57,26.13
0.78,5.62,582.35,626.09,2.6,3.07,6.93,31.81,410.1,0.62,0.73,3.04,3.15,0.07,11.13
0.9,3.14,407.37,101.17,0.13,5.54,9.41,56.75,260.12,1.87,4.48,4.29,1.9,0.32,18.63
0.65,8.09,57.42,451.12,5.08,0.59,4.46,6.87,560.07,4.37,1.98,1.79,4.4,0.82,3.63
0.72,4.38,669.84,188.65,1.36,1.83,0.74,44.28,35.16,2.49,3.86,3.66,0.03,0.94,14.88
0.97,9.33,319.89,538.6,6.31,6.78,5.69,94.16,335.11,4.99,1.36,1.16,2.53,0.44,29.88
0.84,1.9,144.91,13.68,8.79,4.3,8.17,19.34,185.14,3.74,2.61,2.41,1.28,0.19,7.38
0.59,6.85,494.86,363.63,3.84,9.25,3.22,69.22,485.09,1.24,0.11,4.91,3.78,0.69,22.38
0.62,2.52,13.68,582.35,3.22,9.87,1.36,13.11,72.65,2.8,0.42,3.97,3.47,0.26,28.01
0.87,7.47,363.63,232.4,8.17,4.92,6.31,62.98,372.6,0.3,2.92,1.47,0.97,0.76,13.01
1,0.05,538.6,407.37,5.69,7.4,8.79,38.05,222.63,1.55,1.67,0.22,4.72,1.01,20.51
0.75,5,188.65,57.42,0.74,2.45,3.84,87.92,522.58,4.05,4.17,2.72,2.22,0.51,5.51
0.69,1.29,451.12,669.84,6.93,1.21,0.13,50.51,147.64,2.18,2.3,2.1,2.84,0.38,9.26
0.94,6.24,101.17,319.89,1.98,6.16,5.08,0.64,447.59,4.68,4.8,4.6,0.34,0.88,24.26
0.81,3.76,276.14,494.86,4.46,3.68,7.55,75.45,297.62,3.43,1.05,3.35,4.09,0.63,1.76
0.56,8.71,626.09,144.91,9.41,8.63,2.6,25.58,597.57,0.93,3.55,0.85,1.59,0.13,16.76
0.54,4.07,385.5,35.55,5.39,5.85,7.24,3.76,541.33,4.83,4.01,3.82,4.87,0.66,2.7
0.79,9.02,35.55,385.5,0.44,0.9,2.29,53.63,241.38,2.33,1.51,1.32,2.37,0.16,17.7
0.92,1.6,210.53,210.53,2.91,8.32,4.77,28.69,391.35,1.08,2.76,0.07,3.62,0.41,10.2
0.67,6.55,560.48,560.48,7.86,3.37,9.72,78.57,91.4,3.58,0.26,2.57,1.12,0.91,25.2
0.73,0.36,123.04,123.04,4.15,4.61,6,66.1,466.34,0.46,3.39,1.94,4.25,0.79,21.45
0.98,5.31,472.99,472.99,9.1,9.56,1.05,16.23,166.39,2.96,0.89,4.44,1.75,0.29,6.45
0.86,2.83,647.96,298.01,6.62,2.14,3.53,91.04,316.36,4.21,4.64,3.19,3,0.04,28.95
0.61,7.78,298.01,647.96,1.67,7.09,8.48,41.16,16.41,1.71,2.14,0.69,0.5,0.54,13.95
0.58,2.21,604.22,516.73,1.05,6.47,6.62,97.27,503.83,4.52,2.45,0.38,2.06,0.1,4.57
0.83,7.16,254.27,166.78,6,1.52,1.67,47.4,203.88,2.02,4.95,2.88,4.56,0.6,19.57
0.95,4.69,79.3,691.71,8.48,8.94,4.15,72.33,353.86,0.77,1.2,4.13,0.81,0.85,12.07
0.7,9.64,429.25,341.76,3.53,3.99,9.1,22.46,53.91,3.27,3.7,1.63,3.31,0.35,27.07
0.64,3.45,341.76,429.25,9.72,2.76,5.39,34.93,578.82,0.15,0.58,3.51,1.44,0.47,15.82
0.89,8.4,691.71,79.3,4.77,7.71,0.44,84.8,278.87,2.65,3.08,1.01,3.94,0.97,0.82
0.76,0.98,516.73,604.22,2.29,0.28,2.91,9.99,428.84,3.9,1.83,2.26,0.19,0.72,23.32
0.51,5.93,166.78,254.27,7.24,5.23,7.86,59.87,128.89,1.4,4.33,4.76,2.69,0.22,8.32
0.51,1.98,511.27,172.25,2.52,7.01,0.67,80.91,311.68,4.01,1.24,3.39,4.52,0.97,7.62
0.76,6.93,161.32,522.2,7.47,2.06,5.62,31.03,11.73,1.51,3.74,0.89,2.02,0.47,22.62
0.88,4.46,336.29,347.23,5,9.48,8.09,55.97,461.65,0.26,2.49,2.14,3.27,0.22,0.12
0.63,9.41,686.24,697.18,0.05,4.53,3.14,6.09,161.7,2.76,4.99,4.64,0.77,0.72,15.12
0.7,3.22,73.83,84.76,6.24,3.3,1.9,43.5,386.66,0.89,1.87,0.26,3.9,0.59,26.37
0.95,8.17,423.78,434.71,1.29,8.25,6.85,93.38,86.71,3.39,4.37,2.76,1.4,0.09,11.37
0.82,0.74,598.75,259.74,3.76,0.82,9.33,18.56,536.64,4.64,0.62,4.01,2.65,0.34,18.87
0.57,5.69,248.8,609.69,8.71,5.77,4.38,68.44,236.69,2.14,3.12,1.51,0.15,0.84,3.87
0.6,3.84,642.5,390.97,8.09,5.15,0.05,24.8,424.16,4.33,2.8,2.45,2.33,0.28,13.24
0.85,8.79,292.55,41.02,3.14,0.2,5,74.67,124.21,1.83,0.3,4.95,4.83,0.78,28.24
0.98,1.36,117.57,565.94,0.67,7.63,7.47,49.74,574.13,0.58,4.05,3.7,1.08,0.53,5.74
0.73,6.31,467.52,215.99,5.62,2.68,2.52,99.61,274.18,3.08,1.55,1.2,3.58,0.03,20.74
0.67,0.13,205.06,478.46,1.9,3.92,1.29,62.2,349.17,1.2,4.68,4.33,1.71,0.15,24.49
0.92,5.08,555.01,128.51,6.85,8.87,6.24,12.33,49.22,3.7,2.18,1.83,4.21,0.65,9.49
0.79,2.6,380.03,653.43,9.33,1.44,8.71,87.14,499.15,4.95,3.43,0.58,0.46,0.9,16.99
0.54,7.55,30.08,303.48,4.38,6.39,3.76,37.27,199.2,2.45,0.93,3.08,2.96,0.4,1.99
0.56,2.91,270.67,237.87,0.36,9.18,5.93,9.21,180.45,3.23,1.71,2.3,1.24,0.87,16.05
0.81,7.86,620.62,587.82,5.31,4.23,0.98,59.09,480.4,0.73,4.21,4.8,3.74,0.37,1.05
0.93,0.44,445.65,62.89,7.78,6.7,3.45,34.15,30.47,1.98,0.46,3.55,2.49,0.12,23.55
0.68,5.39,95.7,412.84,2.83,1.75,8.4,84.02,330.42,4.48,2.96,1.05,4.99,0.62,8.55
0.74,1.67,533.14,325.35,9.02,0.51,7.16,71.56,255.44,1.36,1.08,4.17,0.62,0.75,4.8
0.99,6.62,183.19,675.3,4.07,5.46,2.21,21.68,555.39,3.86,3.58,1.67,3.12,0.25,19.8
0.87,4.15,8.21,150.38,1.6,2.99,4.69,96.49,105.46,2.61,2.33,0.42,1.87,0.5,12.3
0.62,9.1,358.16,500.33,6.55,7.94,9.64,46.62,405.41,0.11,4.83,2.92,4.37,1,27.3
0.59,1.05,139.44,631.56,5.93,8.56,5.31,90.26,292.93,3.55,4.52,3.23,3.43,0.44,21.68
0.84,6,489.39,281.61,0.98,3.61,0.36,40.38,592.88,1.05,2.02,0.73,0.93,0.94,6.68
0.96,3.53,664.37,456.59,3.45,6.08,2.83,65.32,142.95,2.3,3.27,1.98,4.68,0.69,29.18
0.71,8.48,314.42,106.64,8.4,1.13,7.78,15.45,442.9,4.8,0.77,4.48,2.18,0.19,14.18
0.65,4.77,401.91,544.07,4.69,2.37,6.55,27.92,217.94,1.67,2.65,0.11,2.8,0.06,2.93
0.9,9.72,51.96,194.12,9.64,7.32,1.6,77.79,517.89,4.17,0.15,2.61,0.3,0.56,17.93
0.78,2.29,226.93,369.1,7.16,4.84,4.07,2.98,67.97,2.92,3.9,3.86,4.05,0.81,10.43
0.53,7.24,576.88,19.15,2.21,9.79,9.02,52.85,367.92,0.42,1.4,1.36,1.55,0.31,25.43
0.52,4.61,106.64,467.52,9.48,0.67,3.3,38.83,39.85,3.78,0.22,2.69,3.66,0.86,10.9
0.77,9.56,456.59,117.57,4.53,5.62,8.25,88.7,339.8,1.28,2.72,0.19,1.16,0.36,25.9
0.89,2.14,631.56,642.5,2.06,3.14,5.77,13.89,189.82,0.03,1.47,1.44,4.91,0.11,3.4
0.64,7.09,281.61,292.55,7.01,8.09,0.82,63.76,489.77,2.53,3.97,3.94,2.41,0.61,18.4
0.71,0.9,369.1,380.03,0.82,9.33,4.53,76.23,114.83,0.65,2.1,0.81,3.04,0.73,29.65
0.96,5.85,19.15,30.08,5.77,4.38,9.48,26.36,414.78,3.15,4.6,3.31,0.54,0.23,14.65
0.83,3.37,194.12,555.01,8.25,6.85,7.01,51.29,264.81,4.4,0.85,4.56,4.29,0.48,22.15
0.58,8.32,544.07,205.06,3.3,1.9,2.06,1.42,564.76,1.9,3.35,2.06,1.79,0.98,7.15
0.61,1.52,325.35,73.83,3.92,1.29,2.68,57.53,77.34,4.09,3.66,1.75,0.85,0.42,12.77
0.86,6.47,675.3,423.78,8.87,6.24,7.63,7.65,377.29,1.59,1.16,4.25,3.35,0.92,27.77
0.99,3.99,500.33,248.8,6.39,3.76,5.15,82.47,227.32,0.34,4.91,3,2.1,0.67,5.27
